path, id, serie, tilt, pan, label
../HeadPoseImageDatabase/training/02/2_60_30_34.jpg,2,2,FU,SL,6
../HeadPoseImageDatabase/training/02/2_30_90_35.jpg,2,1,SU,FL,2
../HeadPoseImageDatabase/training/02/2_-15_-90_36.jpg,2,2,SD,FR,24
../HeadPoseImageDatabase/training/02/2_-60_90_37.jpg,2,2,FD,FL,5
../HeadPoseImageDatabase/training/02/2_30_75_38.jpg,2,2,SU,FL,2
../HeadPoseImageDatabase/training/02/2_0_30_39.jpg,2,2,C,SL,8
../HeadPoseImageDatabase/training/02/2_-15_0_40.jpg,2,2,SD,C,14
../HeadPoseImageDatabase/training/02/2_-60_-90_41.jpg,2,2,FD,FR,25
../HeadPoseImageDatabase/training/02/2_30_45_42.jpg,2,1,SU,SL,7
../HeadPoseImageDatabase/training/02/2_-30_45_43.jpg,2,2,SD,SL,9
../HeadPoseImageDatabase/training/02/2_-15_-75_44.jpg,2,1,SD,FR,24
../HeadPoseImageDatabase/training/02/2_15_-60_45.jpg,2,1,SU,FR,22
../HeadPoseImageDatabase/training/02/2_-30_45_46.jpg,2,1,SD,SL,9
../HeadPoseImageDatabase/training/02/2_30_45_47.jpg,2,2,SU,SL,7
../HeadPoseImageDatabase/training/02/2_-60_-90_48.jpg,2,1,FD,FR,25
../HeadPoseImageDatabase/training/02/2_-90_0_49.jpg,2,2,FD,C,15
../HeadPoseImageDatabase/training/02/2_15_-60_50.jpg,2,2,SU,FR,22
../HeadPoseImageDatabase/training/02/2_-15_-75_51.jpg,2,2,SD,FR,24
../HeadPoseImageDatabase/training/02/2_30_75_52.jpg,2,1,SU,FL,2
../HeadPoseImageDatabase/training/02/2_15_0_53.jpg,2,1,SU,C,12
../HeadPoseImageDatabase/training/02/2_0_-60_54.jpg,2,1,C,FR,23
../HeadPoseImageDatabase/training/02/2_-15_-90_55.jpg,2,1,SD,FR,24
../HeadPoseImageDatabase/training/02/2_-60_90_56.jpg,2,1,FD,FL,5
../HeadPoseImageDatabase/training/02/2_60_30_57.jpg,2,1,FU,SL,6
../HeadPoseImageDatabase/training/02/2_15_15_58.jpg,2,1,SU,SL,7
../HeadPoseImageDatabase/training/02/2_60_60_59.jpg,2,2,FU,FL,1
../HeadPoseImageDatabase/training/02/2_30_90_60.jpg,2,2,SU,FL,2
../HeadPoseImageDatabase/training/02/2_-30_-75_61.jpg,2,1,SD,FR,24
../HeadPoseImageDatabase/training/02/2_30_-60_62.jpg,2,1,SU,FR,22
../HeadPoseImageDatabase/training/02/2_-30_-45_63.jpg,2,2,SD,SR,19
../HeadPoseImageDatabase/training/02/2_60_75_64.jpg,2,2,FU,FL,1
../HeadPoseImageDatabase/training/02/2_-30_-15_65.jpg,2,1,SD,SR,19
../HeadPoseImageDatabase/training/02/2_0_-45_66.jpg,2,2,C,SR,18
../HeadPoseImageDatabase/training/02/2_-60_-60_67.jpg,2,2,FD,FR,25
../HeadPoseImageDatabase/training/02/2_-15_60_68.jpg,2,2,SD,FL,4
../HeadPoseImageDatabase/training/02/2_60_-15_69.jpg,2,1,FU,SR,16
../HeadPoseImageDatabase/training/02/2_-30_30_70.jpg,2,1,SD,SL,9
../HeadPoseImageDatabase/training/02/2_30_30_71.jpg,2,2,SU,SL,7
../HeadPoseImageDatabase/training/02/2_-60_60_72.jpg,2,2,FD,FL,5
../HeadPoseImageDatabase/training/02/2_60_0_73.jpg,2,2,FU,C,11
../HeadPoseImageDatabase/training/02/2_-60_-75_74.jpg,2,1,FD,FR,25
../HeadPoseImageDatabase/training/02/2_-60_0_75.jpg,2,1,FD,C,15
../HeadPoseImageDatabase/training/02/2_0_45_76.jpg,2,2,C,SL,8
../HeadPoseImageDatabase/training/02/2_15_45_77.jpg,2,1,SU,SL,7
../HeadPoseImageDatabase/training/02/2_30_-15_78.jpg,2,2,SU,SR,17
../HeadPoseImageDatabase/training/02/2_0_-30_79.jpg,2,2,C,SR,18
../HeadPoseImageDatabase/training/02/2_-30_15_80.jpg,2,1,SD,SL,9
../HeadPoseImageDatabase/training/02/2_15_90_81.jpg,2,2,SU,FL,2
../HeadPoseImageDatabase/training/02/2_-60_15_82.jpg,2,1,FD,SL,10
../HeadPoseImageDatabase/training/02/2_-15_90_83.jpg,2,2,SD,FL,4
../HeadPoseImageDatabase/training/02/2_15_-30_84.jpg,2,2,SU,SR,17
../HeadPoseImageDatabase/training/02/2_30_-90_85.jpg,2,1,SU,FR,22
../HeadPoseImageDatabase/training/02/2_30_0_86.jpg,2,2,SU,C,12
../HeadPoseImageDatabase/training/02/2_15_-45_87.jpg,2,2,SU,SR,17
../HeadPoseImageDatabase/training/02/2_15_-15_88.jpg,2,1,SU,SR,17
../HeadPoseImageDatabase/training/02/2_30_60_89.jpg,2,2,SU,FL,2
../HeadPoseImageDatabase/training/02/2_15_-75_90.jpg,2,1,SU,FR,22
../HeadPoseImageDatabase/training/02/2_-15_-60_91.jpg,2,1,SD,FR,24
../HeadPoseImageDatabase/training/02/2_0_75_92.jpg,2,2,C,FL,3
../HeadPoseImageDatabase/training/02/2_-30_0_93.jpg,2,1,SD,C,14
../HeadPoseImageDatabase/training/02/2_0_60_94.jpg,2,2,C,FL,3
../HeadPoseImageDatabase/training/02/2_0_-15_95.jpg,2,1,C,SR,18
../HeadPoseImageDatabase/training/02/2_-15_30_96.jpg,2,2,SD,SL,9
../HeadPoseImageDatabase/training/02/2_30_0_97.jpg,2,1,SU,C,12
../HeadPoseImageDatabase/training/02/2_60_90_98.jpg,2,1,FU,FL,1
../HeadPoseImageDatabase/training/02/2_0_-30_99.jpg,2,1,C,SR,18
../HeadPoseImageDatabase/training/02/2_-30_-90_100.jpg,2,2,SD,FR,24
../HeadPoseImageDatabase/training/02/2_-15_-30_101.jpg,2,1,SD,SR,19
../HeadPoseImageDatabase/training/02/2_0_45_102.jpg,2,1,C,SL,8
../HeadPoseImageDatabase/training/02/2_-60_0_103.jpg,2,2,FD,C,15
../HeadPoseImageDatabase/training/02/2_15_-90_104.jpg,2,2,SU,FR,22
../HeadPoseImageDatabase/training/02/2_60_15_105.jpg,2,2,FU,SL,6
../HeadPoseImageDatabase/training/02/2_60_45_106.jpg,2,1,FU,SL,6
../HeadPoseImageDatabase/training/02/2_15_30_107.jpg,2,2,SU,SL,7
../HeadPoseImageDatabase/training/02/2_60_0_108.jpg,2,1,FU,C,11
../HeadPoseImageDatabase/training/02/2_-60_-15_109.jpg,2,1,FD,SR,20
../HeadPoseImageDatabase/training/02/2_-15_45_110.jpg,2,1,SD,SL,9
../HeadPoseImageDatabase/training/02/2_-30_-60_111.jpg,2,1,SD,FR,24
../HeadPoseImageDatabase/training/02/2_-30_-30_112.jpg,2,2,SD,SR,19
../HeadPoseImageDatabase/training/02/2_0_60_113.jpg,2,1,C,FL,3
../HeadPoseImageDatabase/training/02/2_-30_0_114.jpg,2,2,SD,C,14
../HeadPoseImageDatabase/training/02/2_30_-45_115.jpg,2,2,SU,SR,17
../HeadPoseImageDatabase/training/02/2_0_-15_116.jpg,2,2,C,SR,18
../HeadPoseImageDatabase/training/02/2_-60_45_117.jpg,2,1,FD,SL,10
../HeadPoseImageDatabase/training/02/2_-30_75_118.jpg,2,1,SD,FL,4
../HeadPoseImageDatabase/training/02/2_0_75_119.jpg,2,1,C,FL,3
../HeadPoseImageDatabase/training/02/2_-60_75_120.jpg,2,2,FD,FL,5
../HeadPoseImageDatabase/training/02/2_-15_-45_121.jpg,2,1,SD,SR,19
../HeadPoseImageDatabase/training/02/2_60_-60_122.jpg,2,2,FU,FR,21
../HeadPoseImageDatabase/training/02/2_-60_-30_123.jpg,2,1,FD,SR,20
../HeadPoseImageDatabase/training/02/2_15_60_124.jpg,2,2,SU,FL,2
../HeadPoseImageDatabase/training/02/2_30_-30_125.jpg,2,1,SU,SR,17
../HeadPoseImageDatabase/training/02/2_15_0_126.jpg,2,2,SU,C,12
../HeadPoseImageDatabase/training/02/2_60_-90_127.jpg,2,1,FU,FR,21
../HeadPoseImageDatabase/training/02/2_0_-60_128.jpg,2,2,C,FR,23
../HeadPoseImageDatabase/training/02/2_60_-75_129.jpg,2,1,FU,FR,21
../HeadPoseImageDatabase/training/02/2_-60_30_130.jpg,2,2,FD,SL,10
../HeadPoseImageDatabase/training/02/2_-30_60_131.jpg,2,2,SD,FL,4
../HeadPoseImageDatabase/training/02/2_-90_0_132.jpg,2,1,FD,C,15
../HeadPoseImageDatabase/training/02/2_60_-45_133.jpg,2,2,FU,SR,16
../HeadPoseImageDatabase/training/02/2_60_-30_134.jpg,2,2,FU,SR,16
../HeadPoseImageDatabase/training/02/2_-15_-15_135.jpg,2,1,SD,SR,19
../HeadPoseImageDatabase/training/02/2_30_15_136.jpg,2,1,SU,SL,7
../HeadPoseImageDatabase/training/02/2_0_-45_137.jpg,2,1,C,SR,18
../HeadPoseImageDatabase/training/02/2_-60_-45_138.jpg,2,1,FD,SR,20
../HeadPoseImageDatabase/training/02/2_-15_15_139.jpg,2,1,SD,SL,9
../HeadPoseImageDatabase/training/02/2_-30_90_140.jpg,2,1,SD,FL,4
../HeadPoseImageDatabase/training/02/2_30_-75_141.jpg,2,2,SU,FR,22
../HeadPoseImageDatabase/training/02/2_-15_75_142.jpg,2,1,SD,FL,4
../HeadPoseImageDatabase/training/02/2_15_75_143.jpg,2,1,SU,FL,2
../HeadPoseImageDatabase/training/02/2_-15_75_144.jpg,2,2,SD,FL,4
../HeadPoseImageDatabase/training/02/2_15_75_145.jpg,2,2,SU,FL,2
../HeadPoseImageDatabase/training/02/2_-30_90_146.jpg,2,2,SD,FL,4
../HeadPoseImageDatabase/training/02/2_-60_-45_147.jpg,2,2,FD,SR,20
../HeadPoseImageDatabase/training/02/2_-15_15_148.jpg,2,2,SD,SL,9
../HeadPoseImageDatabase/training/02/2_0_90_149.jpg,2,1,C,FL,3
../HeadPoseImageDatabase/training/02/2_30_-75_150.jpg,2,1,SU,FR,22
../HeadPoseImageDatabase/training/02/2_0_0_151.jpg,2,2,C,C,13
../HeadPoseImageDatabase/training/02/2_-15_-15_152.jpg,2,2,SD,SR,19
../HeadPoseImageDatabase/training/02/2_60_-30_153.jpg,2,1,FU,SR,16
../HeadPoseImageDatabase/training/02/2_30_15_154.jpg,2,2,SU,SL,7
../HeadPoseImageDatabase/training/02/2_-30_60_155.jpg,2,1,SD,FL,4
../HeadPoseImageDatabase/training/02/2_-60_30_156.jpg,2,1,FD,SL,10
../HeadPoseImageDatabase/training/02/2_60_-45_157.jpg,2,1,FU,SR,16
../HeadPoseImageDatabase/training/02/2_60_-90_158.jpg,2,2,FU,FR,21
../HeadPoseImageDatabase/training/02/2_60_-75_159.jpg,2,2,FU,FR,21
../HeadPoseImageDatabase/training/02/2_0_30_160.jpg,2,1,C,SL,8
../HeadPoseImageDatabase/training/02/2_-15_0_161.jpg,2,1,SD,C,14
../HeadPoseImageDatabase/training/02/2_30_-30_162.jpg,2,2,SU,SR,17
../HeadPoseImageDatabase/training/02/2_15_60_163.jpg,2,1,SU,FL,2
../HeadPoseImageDatabase/training/02/2_-60_-30_164.jpg,2,2,FD,SR,20
../HeadPoseImageDatabase/training/02/2_60_-60_165.jpg,2,1,FU,FR,21
../HeadPoseImageDatabase/training/02/2_-15_-45_166.jpg,2,2,SD,SR,19
../HeadPoseImageDatabase/training/02/2_-60_75_167.jpg,2,1,FD,FL,5
../HeadPoseImageDatabase/training/02/2_-60_45_168.jpg,2,2,FD,SL,10
../HeadPoseImageDatabase/training/02/2_-30_75_169.jpg,2,2,SD,FL,4
../HeadPoseImageDatabase/training/02/2_30_-45_170.jpg,2,1,SU,SR,17
../HeadPoseImageDatabase/training/02/2_0_15_171.jpg,2,1,C,SL,8
../HeadPoseImageDatabase/training/02/2_90_0_172.jpg,2,2,FU,C,11
../HeadPoseImageDatabase/training/02/2_-60_-15_173.jpg,2,2,FD,SR,20
../HeadPoseImageDatabase/training/02/2_-15_45_174.jpg,2,2,SD,SL,9
../HeadPoseImageDatabase/training/02/2_-30_-30_175.jpg,2,1,SD,SR,19
../HeadPoseImageDatabase/training/02/2_-30_-60_176.jpg,2,2,SD,FR,24
../HeadPoseImageDatabase/training/02/2_15_-90_177.jpg,2,1,SU,FR,22
../HeadPoseImageDatabase/training/02/2_60_45_178.jpg,2,2,FU,SL,6
../HeadPoseImageDatabase/training/02/2_15_30_179.jpg,2,1,SU,SL,7
../HeadPoseImageDatabase/training/02/2_60_15_180.jpg,2,1,FU,SL,6
../HeadPoseImageDatabase/training/02/2_0_-75_181.jpg,2,1,C,FR,23
../HeadPoseImageDatabase/training/02/2_-15_-30_182.jpg,2,2,SD,SR,19
../HeadPoseImageDatabase/training/02/2_0_-90_183.jpg,2,2,C,FR,23
../HeadPoseImageDatabase/training/02/2_-30_-90_184.jpg,2,1,SD,FR,24
../HeadPoseImageDatabase/training/02/2_60_90_185.jpg,2,2,FU,FL,1
../HeadPoseImageDatabase/training/05/5_-15_30_186.jpg,5,1,SD,SL,9
../HeadPoseImageDatabase/training/05/5_0_-75_187.jpg,5,1,C,FR,23
../HeadPoseImageDatabase/training/05/5_-15_-60_188.jpg,5,2,SD,FR,24
../HeadPoseImageDatabase/training/05/5_0_-90_189.jpg,5,2,C,FR,23
../HeadPoseImageDatabase/training/05/5_15_-75_190.jpg,5,2,SU,FR,22
../HeadPoseImageDatabase/training/05/5_30_60_191.jpg,5,1,SU,FL,2
../HeadPoseImageDatabase/training/05/5_15_-15_192.jpg,5,2,SU,SR,17
../HeadPoseImageDatabase/training/05/5_15_-45_193.jpg,5,1,SU,SR,17
../HeadPoseImageDatabase/training/05/5_30_-90_194.jpg,5,2,SU,FR,22
../HeadPoseImageDatabase/training/05/5_15_-30_195.jpg,5,1,SU,SR,17
../HeadPoseImageDatabase/training/05/5_-15_90_196.jpg,5,1,SD,FL,4
../HeadPoseImageDatabase/training/05/5_-60_15_197.jpg,5,2,FD,SL,10
../HeadPoseImageDatabase/training/05/5_-30_15_198.jpg,5,2,SD,SL,9
../HeadPoseImageDatabase/training/05/5_15_90_199.jpg,5,1,SU,FL,2
../HeadPoseImageDatabase/training/05/5_30_-15_200.jpg,5,1,SU,SR,17
../HeadPoseImageDatabase/training/05/5_15_45_201.jpg,5,2,SU,SL,7
../HeadPoseImageDatabase/training/05/5_-60_-75_202.jpg,5,2,FD,FR,25
../HeadPoseImageDatabase/training/05/5_0_15_203.jpg,5,1,C,SL,8
../HeadPoseImageDatabase/training/05/5_90_0_204.jpg,5,2,FU,C,11
../HeadPoseImageDatabase/training/05/5_-60_60_205.jpg,5,1,FD,FL,5
../HeadPoseImageDatabase/training/05/5_30_30_206.jpg,5,1,SU,SL,7
../HeadPoseImageDatabase/training/05/5_-30_30_207.jpg,5,2,SD,SL,9
../HeadPoseImageDatabase/training/05/5_-15_0_208.jpg,5,1,SD,C,14
../HeadPoseImageDatabase/training/05/5_0_30_209.jpg,5,1,C,SL,8
../HeadPoseImageDatabase/training/05/5_60_-15_210.jpg,5,2,FU,SR,16
../HeadPoseImageDatabase/training/05/5_-15_60_211.jpg,5,1,SD,FL,4
../HeadPoseImageDatabase/training/05/5_-60_-60_212.jpg,5,1,FD,FR,25
../HeadPoseImageDatabase/training/05/5_-30_-15_213.jpg,5,2,SD,SR,19
../HeadPoseImageDatabase/training/05/5_60_75_214.jpg,5,1,FU,FL,1
../HeadPoseImageDatabase/training/05/5_-30_-45_215.jpg,5,1,SD,SR,19
../HeadPoseImageDatabase/training/05/5_30_-60_216.jpg,5,2,SU,FR,22
../HeadPoseImageDatabase/training/05/5_-30_-75_217.jpg,5,2,SD,FR,24
../HeadPoseImageDatabase/training/05/5_30_90_218.jpg,5,1,SU,FL,2
../HeadPoseImageDatabase/training/05/5_15_15_219.jpg,5,2,SU,SL,7
../HeadPoseImageDatabase/training/05/5_60_60_220.jpg,5,1,FU,FL,1
../HeadPoseImageDatabase/training/05/5_60_30_221.jpg,5,2,FU,SL,6
../HeadPoseImageDatabase/training/05/5_-60_90_222.jpg,5,2,FD,FL,5
../HeadPoseImageDatabase/training/05/5_0_90_223.jpg,5,1,C,FL,3
../HeadPoseImageDatabase/training/05/5_-15_-90_224.jpg,5,2,SD,FR,24
../HeadPoseImageDatabase/training/05/5_30_75_225.jpg,5,2,SU,FL,2
../HeadPoseImageDatabase/training/05/5_-15_-75_226.jpg,5,1,SD,FR,24
../HeadPoseImageDatabase/training/05/5_15_-60_227.jpg,5,1,SU,FR,22
../HeadPoseImageDatabase/training/05/5_30_45_228.jpg,5,1,SU,SL,7
../HeadPoseImageDatabase/training/05/5_-60_-90_229.jpg,5,2,FD,FR,25
../HeadPoseImageDatabase/training/05/5_-30_45_230.jpg,5,2,SD,SL,9
../HeadPoseImageDatabase/training/05/5_15_-60_231.jpg,5,2,SU,FR,22
../HeadPoseImageDatabase/training/05/5_-15_-75_232.jpg,5,2,SD,FR,24
../HeadPoseImageDatabase/training/05/5_-30_45_233.jpg,5,1,SD,SL,9
../HeadPoseImageDatabase/training/05/5_-60_-90_234.jpg,5,1,FD,FR,25
../HeadPoseImageDatabase/training/05/5_30_45_235.jpg,5,2,SU,SL,7
../HeadPoseImageDatabase/training/05/5_30_75_236.jpg,5,1,SU,FL,2
../HeadPoseImageDatabase/training/05/5_0_-45_237.jpg,5,1,C,SR,18
../HeadPoseImageDatabase/training/05/5_-60_90_238.jpg,5,1,FD,FL,5
../HeadPoseImageDatabase/training/05/5_-15_-90_239.jpg,5,1,SD,FR,24
../HeadPoseImageDatabase/training/05/5_30_90_240.jpg,5,2,SU,FL,2
../HeadPoseImageDatabase/training/05/5_60_30_241.jpg,5,1,FU,SL,6
../HeadPoseImageDatabase/training/05/5_15_15_242.jpg,5,1,SU,SL,7
../HeadPoseImageDatabase/training/05/5_60_60_243.jpg,5,2,FU,FL,1
../HeadPoseImageDatabase/training/05/5_-30_-75_244.jpg,5,1,SD,FR,24
../HeadPoseImageDatabase/training/05/5_30_-60_245.jpg,5,1,SU,FR,22
../HeadPoseImageDatabase/training/05/5_-15_60_246.jpg,5,2,SD,FL,4
../HeadPoseImageDatabase/training/05/5_-30_-45_247.jpg,5,2,SD,SR,19
../HeadPoseImageDatabase/training/05/5_60_75_248.jpg,5,2,FU,FL,1
../HeadPoseImageDatabase/training/05/5_-30_-15_249.jpg,5,1,SD,SR,19
../HeadPoseImageDatabase/training/05/5_-60_-60_250.jpg,5,2,FD,FR,25
../HeadPoseImageDatabase/training/05/5_-30_30_251.jpg,5,1,SD,SL,9
../HeadPoseImageDatabase/training/05/5_15_0_252.jpg,5,2,SU,C,12
../HeadPoseImageDatabase/training/05/5_30_30_253.jpg,5,2,SU,SL,7
../HeadPoseImageDatabase/training/05/5_60_-15_254.jpg,5,1,FU,SR,16
../HeadPoseImageDatabase/training/05/5_0_-60_255.jpg,5,2,C,FR,23
../HeadPoseImageDatabase/training/05/5_-60_60_256.jpg,5,2,FD,FL,5
../HeadPoseImageDatabase/training/05/5_-90_0_257.jpg,5,1,FD,C,15
../HeadPoseImageDatabase/training/05/5_-60_-75_258.jpg,5,1,FD,FR,25
../HeadPoseImageDatabase/training/05/5_0_60_259.jpg,5,1,C,FL,3
../HeadPoseImageDatabase/training/05/5_-30_0_260.jpg,5,2,SD,C,14
../HeadPoseImageDatabase/training/05/5_0_-15_261.jpg,5,2,C,SR,18
../HeadPoseImageDatabase/training/05/5_15_45_262.jpg,5,1,SU,SL,7
../HeadPoseImageDatabase/training/05/5_30_-15_263.jpg,5,2,SU,SR,17
../HeadPoseImageDatabase/training/05/5_-60_15_264.jpg,5,1,FD,SL,10
../HeadPoseImageDatabase/training/05/5_-15_90_265.jpg,5,2,SD,FL,4
../HeadPoseImageDatabase/training/05/5_15_-30_266.jpg,5,2,SU,SR,17
../HeadPoseImageDatabase/training/05/5_-30_15_267.jpg,5,1,SD,SL,9
../HeadPoseImageDatabase/training/05/5_15_90_268.jpg,5,2,SU,FL,2
../HeadPoseImageDatabase/training/05/5_0_75_269.jpg,5,1,C,FL,3
../HeadPoseImageDatabase/training/05/5_30_-90_270.jpg,5,1,SU,FR,22
../HeadPoseImageDatabase/training/05/5_30_60_271.jpg,5,2,SU,FL,2
../HeadPoseImageDatabase/training/05/5_30_0_272.jpg,5,1,SU,C,12
../HeadPoseImageDatabase/training/05/5_15_-45_273.jpg,5,2,SU,SR,17
../HeadPoseImageDatabase/training/05/5_15_-15_274.jpg,5,1,SU,SR,17
../HeadPoseImageDatabase/training/05/5_0_-30_275.jpg,5,1,C,SR,18
../HeadPoseImageDatabase/training/05/5_15_-75_276.jpg,5,1,SU,FR,22
../HeadPoseImageDatabase/training/05/5_-15_-60_277.jpg,5,1,SD,FR,24
../HeadPoseImageDatabase/training/05/5_0_0_278.jpg,5,1,C,C,13
../HeadPoseImageDatabase/training/05/5_0_45_279.jpg,5,1,C,SL,8
../HeadPoseImageDatabase/training/05/5_-60_0_280.jpg,5,2,FD,C,15
../HeadPoseImageDatabase/training/05/5_60_0_281.jpg,5,1,FU,C,11
../HeadPoseImageDatabase/training/05/5_-15_30_282.jpg,5,2,SD,SL,9
../HeadPoseImageDatabase/training/05/5_60_90_283.jpg,5,1,FU,FL,1
../HeadPoseImageDatabase/training/05/5_-30_-90_284.jpg,5,2,SD,FR,24
../HeadPoseImageDatabase/training/05/5_-15_-30_285.jpg,5,1,SD,SR,19
../HeadPoseImageDatabase/training/05/5_0_75_286.jpg,5,2,C,FL,3
../HeadPoseImageDatabase/training/05/5_-30_0_287.jpg,5,1,SD,C,14
../HeadPoseImageDatabase/training/05/5_60_15_288.jpg,5,2,FU,SL,6
../HeadPoseImageDatabase/training/05/5_0_60_289.jpg,5,2,C,FL,3
../HeadPoseImageDatabase/training/05/5_60_45_290.jpg,5,1,FU,SL,6
../HeadPoseImageDatabase/training/05/5_15_30_291.jpg,5,2,SU,SL,7
../HeadPoseImageDatabase/training/05/5_0_-15_292.jpg,5,1,C,SR,18
../HeadPoseImageDatabase/training/05/5_15_-90_293.jpg,5,2,SU,FR,22
../HeadPoseImageDatabase/training/05/5_60_0_294.jpg,5,2,FU,C,11
../HeadPoseImageDatabase/training/05/5_-30_-60_295.jpg,5,1,SD,FR,24
../HeadPoseImageDatabase/training/05/5_-30_-30_296.jpg,5,2,SD,SR,19
../HeadPoseImageDatabase/training/05/5_-60_-15_297.jpg,5,1,FD,SR,20
../HeadPoseImageDatabase/training/05/5_-15_45_298.jpg,5,1,SD,SL,9
../HeadPoseImageDatabase/training/05/5_-60_0_299.jpg,5,1,FD,C,15
../HeadPoseImageDatabase/training/05/5_0_45_300.jpg,5,2,C,SL,8
../HeadPoseImageDatabase/training/05/5_30_-45_301.jpg,5,2,SU,SR,17
../HeadPoseImageDatabase/training/05/5_-30_75_302.jpg,5,1,SD,FL,4
../HeadPoseImageDatabase/training/05/5_0_-30_303.jpg,5,2,C,SR,18
../HeadPoseImageDatabase/training/05/5_-60_45_304.jpg,5,1,FD,SL,10
../HeadPoseImageDatabase/training/05/5_30_0_305.jpg,5,2,SU,C,12
../HeadPoseImageDatabase/training/05/5_-60_75_306.jpg,5,2,FD,FL,5
../HeadPoseImageDatabase/training/05/5_-15_-45_307.jpg,5,1,SD,SR,19
../HeadPoseImageDatabase/training/05/5_60_-60_308.jpg,5,2,FU,FR,21
../HeadPoseImageDatabase/training/05/5_-60_-30_309.jpg,5,1,FD,SR,20
../HeadPoseImageDatabase/training/05/5_15_60_310.jpg,5,2,SU,FL,2
../HeadPoseImageDatabase/training/05/5_30_-30_311.jpg,5,1,SU,SR,17
../HeadPoseImageDatabase/training/05/5_0_-45_312.jpg,5,2,C,SR,18
../HeadPoseImageDatabase/training/05/5_60_-75_313.jpg,5,1,FU,FR,21
../HeadPoseImageDatabase/training/05/5_60_-90_314.jpg,5,1,FU,FR,21
../HeadPoseImageDatabase/training/05/5_60_-45_315.jpg,5,2,FU,SR,16
../HeadPoseImageDatabase/training/05/5_-60_30_316.jpg,5,2,FD,SL,10
../HeadPoseImageDatabase/training/05/5_-30_60_317.jpg,5,2,SD,FL,4
../HeadPoseImageDatabase/training/05/5_-90_0_318.jpg,5,2,FD,C,15
../HeadPoseImageDatabase/training/05/5_30_15_319.jpg,5,1,SU,SL,7
../HeadPoseImageDatabase/training/05/5_0_0_320.jpg,5,2,C,C,13
../HeadPoseImageDatabase/training/05/5_15_0_321.jpg,5,1,SU,C,12
../HeadPoseImageDatabase/training/05/5_60_-30_322.jpg,5,2,FU,SR,16
../HeadPoseImageDatabase/training/05/5_-15_-15_323.jpg,5,1,SD,SR,19
../HeadPoseImageDatabase/training/05/5_0_-60_324.jpg,5,1,C,FR,23
../HeadPoseImageDatabase/training/05/5_30_-75_325.jpg,5,2,SU,FR,22
../HeadPoseImageDatabase/training/05/5_-60_-45_326.jpg,5,1,FD,SR,20
